Document ID,Document Title,Family ID,Family Title,Family Summary,Collection Title(s),Collection Description(s),Document Variant,Document Content URL,Language,Source,Geography ISOs,Geographies,First event in timeline,Last event in timeline,Full timeline of events (types),Full timeline of events (dates),Date Added to System,Last Modified on System,Internal Document ID,Internal Family ID,Internal Corpus ID,Internal Collection ID(s),Framework,Topic/Response,Hazard,Sector,Keyword,Instrument,Author,Author Type,Document URL,Family URL,Document Role,Document Type,Category
paraguay-national-biodiversity-strategy-and-action-plan-nbsap-2026_7032,Paraguay National Biodiversity Strategy and Action Plan. NBSAP (2026),paraguay-national-biodiversity-strategy-and-action-plan-nbsap-2026_01dd,Paraguay National Biodiversity Strategy and Action Plan. NBSAP (2026),<p>Paraguay National Biodiversity Strategy and Action Plan. NBSAP (2026)</p>,,,,https://s3.amazonaws.com/km.documents.attachments/b6f5/7a04/fb3f52545c15b7b91fac11fb,Spanish,UNFCCC,PRY,Paraguay,2026-02-11 00:00:00+00:00,2026-02-11,Passed/Approved,2026-02-11,2026-02-12,2026-02-19,UNFCCC.document.i00006971.n0000,UNFCCC.family.i00006970.n0000,UN.corpus.UNCBD.n0000,,,,,,,,Paraguay,Party,https://climate-laws.org/documents/paraguay-national-biodiversity-strategy-and-action-plan-nbsap-2026_7032,https://climate-laws.org/document/paraguay-national-biodiversity-strategy-and-action-plan-nbsap-2026_01dd,Main,National Biodiversity Strategy And Action Plan (Nbsap),UNFCCC
national-strategy-to-combat-desertification-and-drought-2016-2030_d226,National Strategy to Combat Desertification and Drought 2016-2030,national-strategy-to-combat-desertification-and-drought-2016-2030-executive-decree-no-008-2016-minam_f05d,"National Strategy to Combat Desertification and Drought 2016-2030, Executive Decree No. 008-2016-MINAM","<p>This decree adopts Peru's National Strategy to Combat Desertification and Drought 2016-2030 into law.Peru's National Strategy to Combat Desertification and Drought 2016-2030 has six specific goals: (1) elaborate and update soil quality baselines to include the causes and consequences of desertification, land degradation and drought based on scientific and technological guidelines, (2) strengthen regulatory frameworks related to desertification, land degradation and drought in affected areas, (3) develop synergistic, multisectoral, intrasectoral, regional and local plans, programs and projects to reduce desertification, land degradation and the impact of drought in affected areas, (4) raise awareness of the problem and actions to mitigate desertification, land degradation and the impact of drought through the media, (5) strengthen management capacities of desertification, land degradation and drought in various interest groups on a scientific-technological basis, and (6) develop scientific research or technological innovations that help sustainable land management by taking advantage of traditional knowledge.There is a specific subsection (1.5.2) dedicated to the relationship between climate change and desertification in Peru.</p>",,,,https://www.minam.gob.pe/wp-content/uploads/2016/07/LUCHA-CONTRA-LA-DESERTIFICACION-Y-LA-SEQUIA-2016-2030.pdf,Spanish,CCLW,PER,Peru,2016-07-21 00:00:00+00:00,2016-07-21,Passed/Approved,2016-07-21,2026-02-12,2026-02-19,CCLW.document.i00007559.n0000,CCLW.family.8757.0,CCLW.corpus.i00000001.n0000,,,Adaptation,,LULUCF;Water,Adaptation,"Processes, plans and strategies|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/national-strategy-to-combat-desertification-and-drought-2016-2030_d226,https://climate-laws.org/document/national-strategy-to-combat-desertification-and-drought-2016-2030-executive-decree-no-008-2016-minam_f05d,Main,Strategy,Executive
lebanon-national-biodiversity-strategy-and-action-plan-nbsap-2025_8d28,Lebanon National Biodiversity Strategy and Action Plan. NBSAP (2025),lebanon-national-biodiversity-strategy-and-action-plan-nbsap-2025_4829,Lebanon National Biodiversity Strategy and Action Plan. NBSAP (2025),<p>Lebanon National Biodiversity Strategy and Action Plan. NBSAP (2025)</p>,,,,https://s3.amazonaws.com/km.documents.attachments/841c/eda4/9e07e2c32fb64942e23b38a1,English,UNFCCC,LBN,Lebanon,2026-02-09 00:00:00+00:00,2026-02-09,Passed/Approved,2026-02-09,2026-02-12,2026-02-19,UNFCCC.document.i00006968.n0000,UNFCCC.family.i00006967.n0000,UN.corpus.UNCBD.n0000,,,,,,,,Lebanon,Party,https://climate-laws.org/documents/lebanon-national-biodiversity-strategy-and-action-plan-nbsap-2025_8d28,https://climate-laws.org/document/lebanon-national-biodiversity-strategy-and-action-plan-nbsap-2025_4829,Main,National Biodiversity Strategy And Action Plan (Nbsap),UNFCCC
updated-final-national-energy-and-climate-plan-necp-2021-2030_d69b,Updated Final National Energy and Climate Plan (NECP). 2021-2030,belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Belgium Updated Final National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate Plan (NECP) is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. </p>
<p>The plan aims to define measures adapted to different dimensions: 1) decarbonisation dimension: reduction of GHG emissions by 35% in 2030 compared to 2005 for non-ET sectors, a Belgian contribution of 17.4% of renewable energies compared to gross final energy consumption; 2) energy efficiency dimension : Belgium has set a contribution to the European target of 32.5% by 2030 (15% in primary energy and 12% in final energy); 3) energy security dimension : one of the most important challenges for Belgium, in the short and medium term. A radical shift in the electricity mix due to the planned gradual phase-out of nuclear power around 2025 is planned; 4) the internal energy market dimension : regarding energy transport infrastructure, efforts will be made in the coming years to strengthen the existing interconnections with France and the Netherlands; 5) research, Innovation and Competitiveness dimension : Belgium is committed to devoting at least 3% of its gross domestic product overall to RD.</p>",,,Original Language,https://commission.europa.eu/document/download/8d994392-46f3-4ae8-a531-1d1b2fbab354_fr?filename=BE%20NECP%20update%202025_final_FR.pdf,French,CCLW,BEL,Belgium,2019-12-18 00:00:00+00:00,2025-10-07,Passed/Approved;Passed/Approved,2019-12-18;2025-10-07,2026-02-19,2026-02-19,CCLW.document.i00007774.n0000,CCLW.family.9494.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion;Drought,Agriculture;Economy-wide;Energy;Transport,Energy Supply;Buildings;Biofuels;Biogas;Agriculture;Electricity,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/updated-final-national-energy-and-climate-plan-necp-2021-2030_d69b,https://climate-laws.org/document/belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Main,Plan,Executive
updated-final-national-energy-and-climate-plan-necp-2021-2030_5eee,Updated Final National Energy and Climate Plan (NECP). 2021-2030,belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Belgium Updated Final National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate Plan (NECP) is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. </p>
<p>The plan aims to define measures adapted to different dimensions: 1) decarbonisation dimension: reduction of GHG emissions by 35% in 2030 compared to 2005 for non-ET sectors, a Belgian contribution of 17.4% of renewable energies compared to gross final energy consumption; 2) energy efficiency dimension : Belgium has set a contribution to the European target of 32.5% by 2030 (15% in primary energy and 12% in final energy); 3) energy security dimension : one of the most important challenges for Belgium, in the short and medium term. A radical shift in the electricity mix due to the planned gradual phase-out of nuclear power around 2025 is planned; 4) the internal energy market dimension : regarding energy transport infrastructure, efforts will be made in the coming years to strengthen the existing interconnections with France and the Netherlands; 5) research, Innovation and Competitiveness dimension : Belgium is committed to devoting at least 3% of its gross domestic product overall to RD.</p>",,,Original Language,https://commission.europa.eu/document/download/8d994392-46f3-4ae8-a531-1d1b2fbab354_nl?filename=BE%20NECP%20update%202025_final_NL.pdf,Dutch,CCLW,BEL,Belgium,2019-12-18 00:00:00+00:00,2025-10-07,Passed/Approved;Passed/Approved,2019-12-18;2025-10-07,2026-02-19,2026-02-19,CCLW.document.i00007775.n0000,CCLW.family.9494.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion;Drought,Agriculture;Economy-wide;Energy;Transport,Energy Supply;Buildings;Biofuels;Biogas;Agriculture;Electricity,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/updated-final-national-energy-and-climate-plan-necp-2021-2030_5eee,https://climate-laws.org/document/belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Main,Plan,Executive
integrated-national-energy-and-climate-plan-part-b-analytical-basis_8e9a,Integrated National Energy and Climate Plan - Part B: Analytical Basis,belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Belgium Updated Final National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate Plan (NECP) is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. </p>
<p>The plan aims to define measures adapted to different dimensions: 1) decarbonisation dimension: reduction of GHG emissions by 35% in 2030 compared to 2005 for non-ET sectors, a Belgian contribution of 17.4% of renewable energies compared to gross final energy consumption; 2) energy efficiency dimension : Belgium has set a contribution to the European target of 32.5% by 2030 (15% in primary energy and 12% in final energy); 3) energy security dimension : one of the most important challenges for Belgium, in the short and medium term. A radical shift in the electricity mix due to the planned gradual phase-out of nuclear power around 2025 is planned; 4) the internal energy market dimension : regarding energy transport infrastructure, efforts will be made in the coming years to strengthen the existing interconnections with France and the Netherlands; 5) research, Innovation and Competitiveness dimension : Belgium is committed to devoting at least 3% of its gross domestic product overall to RD.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-02/be_final_necp_partb_nl_0.pdf,Dutch,CCLW,BEL,Belgium,2019-12-18 00:00:00+00:00,2025-10-07,Passed/Approved;Passed/Approved,2019-12-18;2025-10-07,2023-11-30,2026-02-19,CCLW.executive.9494.6457,CCLW.family.9494.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion;Drought,Agriculture;Economy-wide;Energy;Transport,Energy Supply;Buildings;Biofuels;Biogas;Agriculture;Electricity,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan-part-b-analytical-basis_8e9a,https://climate-laws.org/document/belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Previous Version,Plan,Executive
integrated-national-energy-and-climate-plan-part-a-national-plan_d441,Integrated National Energy and Climate Plan - Part A: National Plan,belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Belgium Updated Final National Energy and Climate Plan (NECP). 2021-2030,"<p>The National Energy and Climate Plan (NECP) is a ten-year integrated document mandated by the European Union to each of its member states in order for the EU to meet its overall greenhouse gases emissions targets. </p>
<p>The plan aims to define measures adapted to different dimensions: 1) decarbonisation dimension: reduction of GHG emissions by 35% in 2030 compared to 2005 for non-ET sectors, a Belgian contribution of 17.4% of renewable energies compared to gross final energy consumption; 2) energy efficiency dimension : Belgium has set a contribution to the European target of 32.5% by 2030 (15% in primary energy and 12% in final energy); 3) energy security dimension : one of the most important challenges for Belgium, in the short and medium term. A radical shift in the electricity mix due to the planned gradual phase-out of nuclear power around 2025 is planned; 4) the internal energy market dimension : regarding energy transport infrastructure, efforts will be made in the coming years to strengthen the existing interconnections with France and the Netherlands; 5) research, Innovation and Competitiveness dimension : Belgium is committed to devoting at least 3% of its gross domestic product overall to RD.</p>",,,Original Language,https://energy.ec.europa.eu/system/files/2020-02/be_final_necp_parta_nl_0.pdf,Dutch,CCLW,BEL,Belgium,2019-12-18 00:00:00+00:00,2025-10-07,Passed/Approved;Passed/Approved,2019-12-18;2025-10-07,2023-11-30,2026-02-19,CCLW.executive.9494.6456,CCLW.family.9494.0,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,Soil Erosion;Drought,Agriculture;Economy-wide;Energy;Transport,Energy Supply;Buildings;Biofuels;Biogas;Agriculture;Electricity,"Subsidies|Economic;Tax incentives|Economic;Capacity building|Governance;Processes, plans and strategies|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/integrated-national-energy-and-climate-plan-part-a-national-plan_d441,https://climate-laws.org/document/belgium-updated-final-national-energy-and-climate-plan-necp-2021-2030_8a5b,Previous Version,Plan,Executive
flood-risk-act_a067,Flood Risk Act,flood-risk-act_be13,Flood Risk Act,"<p>The Flood Risk Act (Act on the assessment and management of flood risk from watercourses and lakes) establish the framework for assessing and managing flood risk from watercourses and lakes with a view to reducing the negative consequences of floods for human health, the environment, cultural heritage and economic activities. It obligates municipalities with identified risk areas to prepare risk management plans. The Danish Coastal Authority is responsible for identifying risk areas based on a national assessment of the risk of flooding from sea and watercourses.</p>
<p>Denmark has a total of 14 risk areas identified pursuant to EU Directive 2007/60/EC on the assessment and management of flood risks. All 27 affected municipalities have drawn up risk management plans. The plans outline the actions that municipalities can take to prevent major devastation in the event of catastrophic flooding. </p>",,,Original Language,https://www.retsinformation.dk/eli/lta/2009/1505,Danish,CCLW,DNK,Denmark,2009-12-27 00:00:00+00:00,2010-01-01,Passed/Approved;Passed/Approved,2009-12-27;2010-01-01,2026-02-18,2026-02-19,CCLW.document.i00007755.n0000,CCLW.family.i00007754.n0000,CCLW.corpus.i00000001.n0000,,,Disaster Risk Management,Flood;Floods;Flooding,Coastal zones;Water,Disaster Risk Management,,,,https://climate-laws.org/documents/flood-risk-act_a067,https://climate-laws.org/document/flood-risk-act_be13,Main,Act,Executive
dk2020-project_3b22,DK2020 Project,dk2020-project_8876,DK2020 Project,"<p>The DK2020 project intends for every municipality to draw up a climate action plan to reduce emissions and help keep global heating at safe levels. The impact of this collective effort has huge potential – Danish municipalities aim to cut 76% of Denmark’s total emissions by 2030, compared to 1990.</p>
<p>DK2020 supports municipalities all over Denmark in developing, upgrading or adjusting their existing work on climate action to global best practice, and in ultimately developing climate action plans in line with the 1.5 degree goal in the Paris Agreement. The climate action plans must show the way towards local climate neutrality in 2050 – or sooner. </p>
<p>The climate action plans will comply with the Climate Action Planning Framework developed by the C40 cities network. DK2020 marks the first time this international standard is adapted and applied for use in smaller cities and municipalities. Realdania, a private association in Denmark which supports projects in architecture and planning, formed a partnership with Local Government Denmark and the five Danish regions – ensuring DK2020 a total funding of DKK 45 mill (appr. €6 mio.) that made it possible to invite all Danish municipalities to join the project. Simultaneously, five geographical organizations with specialist competencies were established to provide advice and consultancy on a regional level. From the beginning in 2019, C40 and green think tank CONCITO have assisted as knowledge partners and project secretariat.    </p>",,,Original Language,https://www.realdania.org/whatwedo/grants-and-projects/dk2020,English,CCLW,DNK,Denmark,2019-01-01 00:00:00+00:00,2019-01-01,Passed/Approved,2019-01-01,2026-02-18,2026-02-19,CCLW.document.i00007759.n0000,CCLW.family.i00007758.n0000,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,,Economy-wide,Cities,,,,https://climate-laws.org/documents/dk2020-project_3b22,https://climate-laws.org/document/dk2020-project_8876,Main,Programme,Executive
2050-energy-roadmap_5b01,2050 Energy Roadmap,2050-energy-roadmap_182f,2050 Energy Roadmap,"<p>The 2050 Energy Roadmap functions as a part of Honduras' national energy policy, setting a long term agenda for sustainable development in the energy sector. The roadmap includes climate change mitigation as a key strategic objective, with goals to increase renewables to 80% of electricity generation by 2038, and in the long term establish research institutions focused on energy transition.</p>",,,,https://sen.hn/wp-content/uploads/2021/09/hoja_ruta4_2050.pdf,Spanish,CCLW,HND,Honduras,2021-06-24 00:00:00+00:00,2021-06-24,Passed/Approved,2021-06-24,2026-02-18,2026-02-19,CCLW.document.i00007729.n0000,CCLW.family.i00007728.n0000,CCLW.corpus.i00000001.n0000,,,Mitigation,,Energy,,,,,https://climate-laws.org/documents/2050-energy-roadmap_5b01,https://climate-laws.org/document/2050-energy-roadmap_182f,Main,Roadmap,Executive
national-clean-water-plan_299f,National Clean Water Plan,national-clean-water-plan_cabb,National Clean Water Plan,"<p>Honduras' National Clean Water Plan aims to address issues with the sanitation and security of water supplies nationally, and notes climate change as a major national threat to health and wellbeing through extreme weather and its modulation of water availability. It primarily seeks to adapt to climate change through infrastructure expansion (water storage, surface water collection) and enhanced state capacity for hydrological predictions and water safety monitoring.</p>",,,,https://sanaa.hn/wp-content/uploads/2025/06/1.-PLANASA-2022-2030-Version-ampliada.pdf,Spanish,CCLW,HND,Honduras,2022-09-09 00:00:00+00:00,2022-09-09,Passed/Approved,2022-09-09,2026-02-18,2026-02-19,CCLW.document.i00007771.n0000,CCLW.family.i00007770.n0000,CCLW.corpus.i00000001.n0000,,,Adaptation,,Water,,,,,https://climate-laws.org/documents/national-clean-water-plan_299f,https://climate-laws.org/document/national-clean-water-plan_cabb,Main,Plan,Executive
legislative-decree-25-2021-on-climate-change_b5bd,Legislative Decree 25-2021 on climate change,legislative-decree-25-2021-on-climate-change_0f72,Legislative Decree 25-2021 on climate change,"<p>With Legislative Decree 25-2021 on climate change, Honduras declares a national climate emergency until 2030, or until its climate-relevant sustainable development goals are met. The decree promotes a mainstreaming of climate mitigation and adaptation at all levels of government activity, and the formation of a national climate change observatory to monitor progress.</p>",,,,https://www.tsc.gob.hn/web/leyes/Decreto-25-2021.pdf,Spanish,CCLW,HND,Honduras,2021-05-24 00:00:00+00:00,2021-05-24,Passed/Approved,2021-05-24,2026-02-18,2026-02-19,CCLW.document.i00007749.n0000,CCLW.family.i00007748.n0000,CCLW.corpus.i00000001.n0000,,,Mitigation;Adaptation,,Public Sector;Economy-wide,Climate Emergency,,,,https://climate-laws.org/documents/legislative-decree-25-2021-on-climate-change_b5bd,https://climate-laws.org/document/legislative-decree-25-2021-on-climate-change_0f72,Main,Decree,Legislative
national-policy-on-wetlands-and-marine-coastal-spaces-2019-2029_7e5f,National Policy on Wetlands and Marine-Coastal Spaces (2019-2029),national-policy-on-wetlands-and-marine-coastal-spaces-2019-2029_9d97,National Policy on Wetlands and Marine-Coastal Spaces (2019-2029),"<p>Honduras' National Policy on Wetlands and Marine-Coastal Spaces (2019-2029) aims to analyse threats and promote the sustainable management of these environments, and acknowledges their significant threat from climate change. On climate issues it prioritises ongoing monitoring and habitat conservation of systems such as mangroves.</p>",,,,https://www.tsc.gob.hn/web/leyes/Acuerdo-Ministerial-770-2021.pdf,Spanish,CCLW,HND,Honduras,2021-07-08 00:00:00+00:00,2021-07-08,Passed/Approved,2021-07-08,2026-02-18,2026-02-19,CCLW.document.i00007752.n0000,CCLW.family.i00007751.n0000,CCLW.corpus.i00000001.n0000,,,Mitigation;Adaptation,,Environment;Coastal zones,,,,,https://climate-laws.org/documents/national-policy-on-wetlands-and-marine-coastal-spaces-2019-2029_7e5f,https://climate-laws.org/document/national-policy-on-wetlands-and-marine-coastal-spaces-2019-2029_9d97,Main,Policy,Executive
one-page-summary-of-the-global-climate-action-strategy_2f2d,One-page summary of the Global Climate Action Strategy,a-green-and-sustainable-world-global-climate-action-strategy_f8e4,A Green and Sustainable World - Global Climate Action Strategy,"<p>The Danish Government’s new long-term strategy on global climate action sets the direction for Denmark’s international climate efforts. The aim is to:</p>
<ul>
<li>Increase global climate ambition: Denmark will work to influence states and non-state actors to commit to ambitious objectives contributing to limiting global warming. It will work with States, multilateral organisations and civil society for ambitious efforts on climate adaptation, resilience and sustainable development.</li>
<li>Reduce global greenhouse gas emissions: Denmark will work for a global green transition focused on reducing emissions of large emitters and sustainable development in developing countries.</li>
<li>Strengthen focus on adaptation and sustainable development: Denmark wants to inspire and drive resilience and adaptation initiatives. It wants a far more climate-oriented development cooperation focused on climate change and sustainable development in the poorest and most fragile developing countries, and to spread Danish prevention and adaptation solutions globally.</li>
<li>Shift financial flows to green: Denmark will contribute to shifting global financial flows from fossil fuels to green, climate-friendly investments. It will support the greening of financial markets and the energy markets and systems designed to foster investments in renewables. It will also strive to increase the mobilisation of climate finance for the poorest and most fragile countries.</li>
<li>Cooperate with the private sector on green solutions: To drive successful global climate action, Denmark will work with the private sector to promote green Danish solutions globally, with exports providing a basis for increased green growth in Denmark.</li>
</ul>",,,Original Language,https://um.dk/media/2ipjrpp5/onepager-eng-dks-globale-klimastrategifinal.pdf,English,CCLW,DNK,Denmark,2020-10-01 00:00:00+00:00,2020-10-01,Passed/Approved,2020-10-01,2026-02-18,2026-02-19,CCLW.document.i00007766.n0000,CCLW.family.i00007764.n0000,CCLW.corpus.i00000001.n0000,,,Mitigation;Adaptation,,Other,Development,,,,https://climate-laws.org/documents/one-page-summary-of-the-global-climate-action-strategy_2f2d,https://climate-laws.org/document/a-green-and-sustainable-world-global-climate-action-strategy_f8e4,Summary,Strategy,Executive
climate-change-policy-for-the-coffee-subsector-of-honduras_bc79,Climate Change Policy for the Coffee Subsector of Honduras,climate-change-policy-for-the-coffee-subsector-of-honduras_aa30,Climate Change Policy for the Coffee Subsector of Honduras,"<p>This policy aims to ensure the long term climate-resilience of coffee production in Honduras, creating economic benefits and also helping to mitigate net greenhouse emissions through sustainable land use and agroecology. It aims to act through capacity building, enhanced climate early warning systems, agroforestry carbon bond financing, and technological modernisation in plantation maintenance.</p>",,,,https://img1.wsimg.com/blobby/go/0b324138-5e4c-46d8-81ea-f17f63c64ff2/downloads/POLITICA%20CAMBIO%20CLIMATICO%20SUBSECTOR%20CAFE%20HONDU.pdf?ver=1740781387462,Spanish,CCLW,HND,Honduras,2022-03-01 00:00:00+00:00,2022-03-01,Passed/Approved,2022-03-01,2026-02-18,2026-02-19,CCLW.document.i00007736.n0000,CCLW.family.i00007735.n0000,CCLW.corpus.i00000001.n0000,,,Adaptation;Mitigation,,Agriculture,,,,,https://climate-laws.org/documents/climate-change-policy-for-the-coffee-subsector-of-honduras_bc79,https://climate-laws.org/document/climate-change-policy-for-the-coffee-subsector-of-honduras_aa30,Main,Policy,Executive
council-decision-2024-amending-the-implementing-decision-on-the-approval-of-the-assessment-of-the-recovery-and-resilience-plan-for-denmark-in-2021_e88d,Council decision (2024) amending the implementing decision on the approval of the assessment of the recovery and resilience plan for Denmark in 2021,denmark-s-recovery-and-resilience-plan_a46d,Denmark's recovery and resilience plan,"<p>To benefit from the support of the Recovery and Resilience Facility set up by the EU in the aftermath of the COVID-19-induced economic crisis, Member States submit their recovery and resilience plans to the European Commission. Each plan sets out the reforms and investments to be implemented by end-2026 and Member States can receive financing up to a previously agreed allocation. Each plan should effectively address challenges identified in the European Semester, particularly the country-specific recommendations of 2019 and 2020 adopted by the Council. It should also advance the green and digital transitions and make Member States’ economies and societies more resilient. The Commission validates the plan after which it effectively enters in force and EU subsidies can start flowing towards the member state.The European Commission has given a positive assessment to <strong>Denmark’s recovery and resilience plan, which will be financed by €1.5 billion in grants. 59% </strong>of the plan’s total allocation for reforms and investments supports climate objectives, including:</p>
<ul>
<li><strong>Support for green transport: </strong>providing premiums for the scrapping of old diesel cars, building new bicycle paths, infrastructure for electric bicycles and support to purchase green ferries. <strong>€259 million</strong></li>
<li><strong>Investment window and green tax reform: </strong>temporarily increasing tax deduction for companies investing in technology and software to facilitate their transition to new business models with lower greenhouse gas emissions. <strong>€407 million</strong></li>
<li><strong>Green research and development projects: </strong>supporting public-private research cooperation to accelerate the development of climate-friendly technology solutions. <strong>€94 million</strong></li>
<li><strong>Replacing oil burners and gas furnaces: </strong>expanding district heating grids into new areas and providing support to households to convert to electric heat pump systems. <strong>€65 million</strong></li>
<li><strong>SME support measures for energy renovation: </strong>supporting SMEs to grow and create local employment with projects such as energy renovation of buildings or boosting energy efficiency for industry. <strong>€80 million</strong></li>
</ul>
<p>Denmark proposed amendments to the Plan, which were accepted by the Council in an implementing decision on 2 December 2024. Amendments include producing carbon rich soils through organic farming, organic transition of public kitchens; improving energy efficiency in public buildings and households and conducting a feasibility study for carbon capture and storage; and green tax reform including a higher carbon tax and tax deduction for investment in capacity costs to reduce greenhouse gas emissions while increasing business operations.</p>",,,Original Language,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX:52025PC0329,English,CCLW,DNK,Denmark,2021-04-01 00:00:00+00:00,2021-04-01,Passed/Approved,2021-04-01,2026-02-18,2026-02-19,CCLW.document.i00007768.n0000,CCLW.family.10496.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Economy-wide;Energy;Industry;Transport,,"Subsidies|Economic;Tax incentives|Economic;Carbon pricing & emissions trading|Economic;Processes, plans and strategies|Governance;Research & Development, knowledge generation|Information",,,https://climate-laws.org/documents/council-decision-2024-amending-the-implementing-decision-on-the-approval-of-the-assessment-of-the-recovery-and-resilience-plan-for-denmark-in-2021_e88d,https://climate-laws.org/document/denmark-s-recovery-and-resilience-plan_a46d,Amendment,Plan,Executive
law-no-33-of-9-april-2009_eda6,Law No. 33 of 9 April 2009,cleaner-vehicle-purchase-incentives-decree-law-no-5-of-2009_0c1e,Cleaner vehicle purchase incentives (Decree Law No. 5 of 2009),"<p>In February 2009, as part of measures aimed at supporting industrial sectors in crisis, the Council of Ministers launched a temporary incentive scheme for consumers to replace their old vehicles with new ones meeting certain environmental criteria.<br><br><br>Energy - demand-side policies: the scheme applies to cars, light commercial vehicles, as well as motorcycles and scooters. The incentives are provided in the form of a discount obtained by consumers directly from the dealers, who in turn receive this as a tax credit.<br><br><br>A bonus of EUR1,500 (USD1,882) is provided when a car more than nine years old and meeting Euro 0, 1 or 2 standards is exchanged for a new vehicle meeting Euro 4 or 5 standards and that emits a maximum of 130g CO2/km for diesel cars or 140g CO2/km for others. The exchanged vehicle must have been registered by December 1999.<br><br><br>This can be combined with a purchase incentive of EUR 1,500 should the new vehicle run on electricity, hydrogen or methane. Similar bonuses are provided for lightweight commercial vehicles, motorcycles and scooters.</p>
",,,Original Language,https://www.normattiva.it/esporta/attoCompleto?atto.dataPubblicazioneGazzetta=2009-04-11&atto.codiceRedazionale=009G0041,Italian,CCLW,ITA,Italy,2009-02-10 00:00:00+00:00,2009-04-09,Amended;Passed/Approved,2009-04-09;2009-02-10,2026-02-18,2026-02-19,CCLW.document.i00007741.n0000,CCLW.family.1389.0,CCLW.corpus.i00000001.n0000,,,Mitigation,,Buildings;Industry;Transport,Transport,"Subsidies|Economic;Tax incentives|Economic;Processes, plans and strategies|Governance",,,https://climate-laws.org/documents/law-no-33-of-9-april-2009_eda6,https://climate-laws.org/document/cleaner-vehicle-purchase-incentives-decree-law-no-5-of-2009_0c1e,Amendment,Law,Legislative
